customer_id,email_received,purchase_made,age,previous_purchases
197,1,1,22,10
198,1,0,18,1
199,1,1,38,10
200,1,0,54,16
201,1,0,41,8
202,0,0,46,8
203,0,1,51,5
204,1,1,43,10
205,1,0,23,9
206,0,1,40,13
207,0,0,50,2
208,1,0,53,10
209,0,0,55,2
210,0,0,45,12
211,1,0,24,7
212,1,0,39,17
213,1,0,56,10
214,0,0,68,17
215,1,0,54,16
216,0,1,64,8
217,0,0,49,7
218,1,0,61,15
219,1,0,32,12
220,1,0,32,1
221,1,1,48,3
222,1,1,65,19
223,0,0,68,19
224,0,0,57,18
225,0,0,30,6
226,0,0,32,5
227,1,0,68,14
228,0,0,67,19
229,1,0,68,14
230,1,0,54,0
231,1,0,49,19
232,1,0,39,6
233,1,0,48,14
234,0,0,68,0
235,0,0,64,5
236,1,0,20,19
237,0,1,28,4
238,0,1,53,17
239,1,0,20,12
240,0,1,39,13
241,1,0,37,10
242,1,0,50,19
243,1,0,50,15
244,0,0,20,4
245,0,0,41,13
246,1,0,57,16
247,0,0,38,1
248,1,1,69,1
249,1,0,68,19
250,1,0,25,15
251,0,0,48,3
252,0,0,62,13
253,1,0,30,3
254,0,0,27,9
255,0,0,67,9
256,1,0,31,11
257,1,0,42,6
258,1,0,31,10
259,1,0,32,15
260,0,0,60,18
261,1,0,63,6
262,1,0,42,14
263,0,0,62,19
264,1,0,19,8
265,1,0,68,14
266,1,0,46,7
267,1,0,47,0
268,1,0,66,3
269,0,0,57,3
270,0,0,64,11
271,1,0,51,9
272,1,0,40,12
273,1,0,38,8
274,1,0,22,15
275,1,0,44,1
276,1,0,67,18
277,1,0,69,11
278,1,0,33,9
279,1,0,58,1
280,1,0,30,8
281,1,0,63,7
282,0,0,47,0
283,0,0,56,19
284,0,0,23,12
285,1,0,49,8
286,0,0,61,4
287,0,0,39,14
288,1,0,67,13
289,0,0,63,6
290,1,0,64,3
291,0,1,63,6
292,0,0,33,4
293,1,0,39,15
294,0,0,51,8
295,0,0,21,16
296,1,0,32,4
297,1,1,30,3
298,0,0,26,0
299,1,0,27,3
300,0,0,51,10
301,0,0,59,11
302,1,0,61,12
303,1,0,35,14
304,1,0,30,8
305,1,0,46,8
306,1,0,66,5
307,1,0,44,10
308,0,0,21,15
309,1,0,21,1
310,0,0,24,19
311,0,0,52,16
312,0,0,53,10
313,0,1,20,9
314,1,0,52,19
315,1,1,44,12
316,1,0,60,17
317,0,0,47,8
318,0,0,23,6
319,0,0,20,5
320,0,1,23,4
321,1,0,36,4
322,1,0,69,16
323,1,0,24,13
324,0,0,33,16
325,1,0,66,8
326,1,1,40,10
327,1,0,18,13
328,1,0,59,4
329,0,0,50,11
330,0,0,27,2
331,0,0,46,5
332,1,1,36,10
333,0,0,29,16
334,0,0,33,4
335,0,0,68,12
336,0,0,20,0
337,1,0,34,10
338,1,0,34,8
339,0,0,26,17
340,0,0,31,2
341,0,1,33,6
342,0,0,65,16
343,0,1,40,15
344,0,0,61,8
345,0,0,54,5
346,1,1,40,4
347,1,0,62,3
348,0,0,51,12
349,0,0,32,3
350,1,0,46,4
351,1,0,44,17
352,1,0,19,4
353,1,1,62,10
354,0,0,55,3
355,0,1,69,3
356,1,1,39,1
357,0,0,69,1
358,1,0,38,2
359,1,1,22,10
360,1,0,27,16
361,0,0,44,0
362,1,0,46,16
363,0,0,53,6
364,1,0,49,18
365,1,0,42,3
366,0,0,27,10
367,1,0,59,11
368,1,0,36,14
369,0,0,62,8
370,0,0,28,2
371,0,0,46,5
372,0,0,21,12
373,0,0,61,8
374,1,0,35,17
375,0,0,58,6
376,0,0,40,11
377,1,1,57,16
378,0,0,56,14
379,1,0,45,16
380,0,0,66,8
381,0,0,65,10
382,1,1,41,18
383,1,0,44,16
384,1,0,48,17
385,1,0,50,8
386,1,0,69,4
387,0,0,50,19
388,0,0,64,19
389,1,0,41,17
390,1,0,68,5
391,1,0,30,12
392,0,0,64,15
393,0,0,44,19
394,1,0,37,15
395,0,0,19,9
396,1,0,27,9
397,1,0,20,3
398,0,0,21,14
399,1,0,44,3
400,1,0,19,11
401,0,0,46,1
402,1,0,23,10
403,1,0,25,15
404,1,0,60,5
405,0,0,24,14
406,1,0,32,11
407,0,1,47,11
408,0,0,48,5
409,1,1,58,18
410,0,0,27,15
411,0,0,40,15
412,1,0,39,15
413,1,1,35,13
414,1,0,66,2
415,1,0,23,13
416,0,1,21,8
417,0,0,50,9
418,0,0,60,13
419,1,0,37,18
420,1,0,44,11
421,1,0,61,5
422,1,0,24,10
423,0,0,42,9
424,0,0,50,8
425,0,0,26,5
426,1,0,18,19
427,0,0,40,12
428,1,0,43,5
429,0,0,59,1
430,0,0,46,11
431,0,0,21,17
432,1,0,38,16
433,1,1,65,2
434,0,1,32,15
435,0,0,45,3
436,1,0,50,0
437,0,0,27,17
438,1,0,25,14
439,1,0,18,5
440,0,0,59,5
441,0,0,51,6
442,1,0,53,17
443,0,0,59,15
444,0,0,39,13
445,1,0,30,17
446,1,0,37,19
447,1,0,38,16
448,1,0,28,9
449,0,0,69,10
450,0,1,68,1
451,1,0,21,9
452,1,0,36,15
453,0,1,44,16
454,1,0,42,7
455,0,0,44,15
456,0,0,56,11
457,0,0,53,19
458,0,0,68,9
459,0,0,31,3
460,0,0,21,17
461,0,0,50,2
462,1,0,30,12
463,1,0,44,10
464,1,0,36,0
465,1,1,55,3
466,0,0,60,3
467,0,0,20,10
468,1,0,54,10
469,0,0,68,19
470,1,0,39,13
471,0,0,22,7
472,1,0,64,16
473,0,0,54,17
474,1,0,42,0
475,1,1,28,3
476,1,0,24,11
477,0,0,54,9
478,1,0,33,8
479,1,0,56,10
480,1,1,48,10
481,1,0,31,15
482,1,0,34,5
483,0,1,65,1
484,1,0,50,15
485,1,1,54,0
486,1,0,48,17
487,0,1,58,13
488,0,0,37,16
489,1,1,66,8
490,1,0,67,19
491,0,0,31,16
492,1,0,25,1
493,0,1,61,1
494,0,0,51,16
495,0,0,50,11
496,0,0,62,17
497,1,1,68,1
498,0,0,19,18
499,1,1,58,8
500,1,0,63,3
501,1,1,51,12
502,1,0,31,13
503,0,0,23,15
504,1,0,44,9
505,1,0,32,6
506,0,0,56,11
507,1,0,32,9
508,1,0,68,18
509,1,0,69,3
510,1,0,61,13
511,1,1,34,12
512,0,0,31,13
513,1,0,29,8
514,1,0,44,1
515,0,0,41,10
516,0,0,45,2
517,0,0,63,1
518,1,1,35,0
519,1,0,59,12
520,0,0,53,18
521,1,0,19,10
522,0,1,39,17
523,1,0,35,16
524,1,0,45,13
525,1,0,47,3
526,0,0,42,12
527,0,0,36,9
528,0,0,45,0
529,0,0,52,15
530,1,0,68,6
531,1,0,69,14
532,1,1,31,9
533,1,0,52,0
534,1,0,35,14
535,1,0,48,16
536,1,0,58,2
537,1,0,20,8
538,0,0,59,8
539,0,0,37,1
540,0,0,45,6
541,1,0,28,1
542,1,0,21,16
543,0,0,29,18
544,1,1,64,1
545,1,0,68,4
546,0,0,37,16
547,0,0,56,2
548,1,1,53,10
549,1,0,24,18
550,1,0,64,15
551,1,0,61,1
552,1,1,46,4
553,1,0,40,13
554,1,0,49,9
555,1,0,27,14
556,0,1,34,7
557,0,0,40,16
558,0,0,30,8
559,1,1,46,17
560,1,0,39,11
561,1,0,38,1
562,0,0,25,10
563,0,0,29,0
564,0,0,41,15
565,0,0,35,12
566,1,0,40,3
567,0,0,63,12
568,0,0,58,15
569,1,0,64,7
570,0,0,46,16
571,1,0,45,0
572,1,0,60,18
573,0,0,49,15
574,1,0,51,5
575,1,0,42,0
576,1,0,66,13
577,0,0,55,19
578,1,0,69,5
579,0,0,49,6
580,0,0,61,0
581,0,0,61,13
582,1,0,20,16
583,0,0,56,14
584,0,0,42,11
585,1,0,23,6
586,0,0,66,1
587,0,0,53,7
588,0,0,27,4
589,0,0,30,19
590,0,0,39,16
591,0,0,36,17
592,1,0,24,19
593,0,0,42,14
594,0,0,49,1
595,1,0,69,7
596,0,0,32,16
597,1,0,27,19
598,0,0,52,15
599,0,0,56,13
600,0,0,44,14
601,0,0,44,14
602,0,0,52,16
603,0,0,56,7
604,0,1,65,14
605,0,0,37,16
606,0,0,52,19
607,0,0,60,17
608,0,0,60,10
609,1,0,60,8
610,1,0,28,15
611,0,0,58,17
612,1,0,52,18
613,1,0,40,7
614,0,0,44,11
615,1,0,35,6
616,1,0,36,4
617,0,0,56,8
618,0,0,20,1
619,1,0,41,3
620,1,0,45,9
621,0,0,61,16
622,0,0,67,12
623,0,0,29,4
624,0,0,32,4
625,1,0,41,0
626,0,0,46,7
627,0,0,18,2
628,1,0,34,9
629,0,0,34,4
630,0,0,65,19
631,1,1,19,7
632,1,0,61,7
633,1,0,55,18
634,1,0,62,8
635,0,0,55,8
636,0,0,24,16
637,1,0,31,5
638,0,0,65,4
639,0,1,68,17
640,0,0,66,7
641,0,0,26,4
642,0,0,50,5
643,0,1,26,18
644,0,0,35,0
645,0,0,32,1
646,1,1,21,9
647,1,0,21,10
648,1,0,26,2
649,1,0,54,15
650,0,0,41,9
651,0,0,34,18
652,1,0,43,2
653,1,0,55,12
654,1,0,32,13
655,0,0,21,15
656,0,0,51,0
657,0,1,39,11
658,0,0,49,14
659,1,0,49,19
660,1,0,69,8
661,0,0,63,15
662,1,0,54,14
663,1,0,53,2
664,0,0,38,7
665,0,0,53,1
666,0,0,45,9
667,0,0,44,18
668,0,1,68,9
669,0,0,69,1
670,0,0,68,2
671,0,0,56,16
672,1,1,28,17
673,0,0,53,17
674,1,0,51,18
675,0,0,18,13
676,1,0,53,7
677,0,0,40,9
678,0,0,68,5
679,1,0,57,11
680,1,0,65,9
681,1,0,43,16
682,0,0,43,8
683,0,0,54,9
684,1,0,29,11
685,1,0,47,3
686,1,0,39,5
687,1,0,55,18
688,0,0,66,10
689,1,1,46,7
690,0,0,53,3
691,0,0,20,11
692,0,0,27,12
693,1,0,30,18
694,0,0,43,8
695,0,0,48,0
696,1,0,58,12
697,0,0,58,14
698,1,0,54,9
699,0,0,50,7
700,0,0,19,15
701,1,0,55,16
702,0,0,56,5
703,0,1,44,12
704,0,0,57,19
705,0,0,62,11
706,1,0,24,10
707,0,0,30,10
708,1,0,48,18
709,0,0,22,9
710,1,0,57,0
711,1,0,55,16
712,1,0,53,11
713,0,0,21,3
714,0,0,59,12
715,0,0,34,6
716,1,0,29,11
717,1,0,32,8
718,1,1,38,8
719,0,0,45,10
720,1,0,54,13
721,1,0,24,13
722,0,0,24,7
723,0,0,22,19
724,1,0,48,7
725,1,0,34,9
726,1,0,49,15
727,0,0,69,4
728,1,0,39,1
729,0,0,51,6
730,0,1,27,0
731,0,0,42,5
732,1,0,26,13
733,1,0,28,16
734,1,0,50,1
735,0,0,64,1
736,1,0,66,19
737,0,0,20,2
738,1,0,66,0
739,0,0,23,14
740,0,1,69,6
741,0,0,31,1
742,0,0,30,15
743,1,1,29,10
744,1,0,41,2
745,0,0,24,2
746,1,0,51,15
747,0,0,57,18
748,1,0,25,17
749,1,1,49,5
750,1,0,25,18
751,0,0,67,10
752,1,0,27,2
753,1,1,26,1
754,0,0,45,11
755,0,0,65,16
756,1,1,64,11
757,1,0,18,0
758,1,0,48,19
759,1,0,27,4
760,1,0,30,11
761,0,0,48,12
762,0,0,25,17
763,0,0,28,8
764,1,0,59,14
765,0,0,62,12
766,1,1,54,1
767,1,0,53,13
768,1,0,64,17
769,0,0,47,9
770,1,0,52,14
771,0,0,21,4
772,1,1,66,4
773,0,0,50,4
774,0,0,19,15
775,1,0,58,5
776,0,0,49,3
777,0,0,30,1
778,1,0,25,15
779,1,0,34,5
780,1,0,21,8
781,1,0,54,8
782,1,0,53,1
783,0,0,35,4
784,0,0,52,9
785,0,0,25,8
786,1,0,57,10
787,1,1,47,11
788,0,0,57,3
789,0,0,43,7
790,1,1,64,16
791,0,0,63,1
792,1,0,55,8
793,1,0,23,18
794,1,1,31,6
795,0,0,69,19
796,1,0,57,19
797,1,0,49,3
798,1,1,24,18
799,1,0,56,9
800,1,0,66,3
801,1,0,38,15
802,0,0,33,16
803,1,0,49,15
804,1,0,32,17
805,0,1,66,19
806,1,0,61,10
807,1,1,45,14
808,1,0,51,19
809,0,0,53,17
810,0,0,51,8
811,1,0,29,19
812,1,0,22,15
813,0,0,29,10
814,1,0,56,4
815,1,0,59,9
816,1,0,42,1
817,1,0,50,9
818,0,0,20,4
819,0,0,25,13
820,0,0,40,6
821,1,0,36,10
822,0,0,61,18
823,0,0,55,16
824,0,0,47,11
825,1,0,60,2
826,1,1,26,7
827,0,1,33,2
828,0,0,18,13
829,1,1,19,1
830,0,0,30,1
831,0,0,18,18
832,0,0,57,12
833,0,0,38,4
834,0,0,62,17
835,0,0,31,5
836,0,0,39,8
837,1,0,63,12
838,0,0,63,0
839,1,0,44,0
840,1,1,55,0
841,0,0,39,14
842,1,0,32,19
843,0,0,22,11
844,1,0,30,14
845,0,0,47,16
846,0,1,42,13
847,0,0,49,2
848,1,0,28,18
849,1,1,68,19
850,1,0,64,9
851,0,0,21,6
852,1,0,42,19
853,0,0,67,5
854,1,0,39,3
855,0,0,18,18
856,0,0,18,6
857,0,1,34,17
858,0,1,26,8
859,1,0,62,12
860,0,0,58,0
861,1,0,65,19
862,0,0,61,13
863,1,0,20,3
864,0,0,65,13
865,0,0,65,7
866,1,1,20,17
867,0,0,42,2
868,0,0,41,5
869,1,0,46,7
870,1,0,42,5
871,0,0,25,10
872,0,0,69,19
873,1,0,53,13
874,0,1,40,4
875,0,0,38,8
876,0,0,37,6
877,1,1,66,17
878,1,0,24,14
879,0,0,39,10
880,0,0,31,14
881,0,0,57,5
882,1,0,37,16
883,0,0,66,12
884,0,0,23,19
885,1,1,42,19
886,0,0,36,4
887,1,0,30,7
888,0,0,26,9
889,0,0,27,17
890,0,1,65,6
891,1,0,47,8
892,1,0,29,0
893,1,0,67,17
894,0,0,31,4
895,1,1,46,0
896,0,0,49,1
897,0,0,67,14
898,1,0,42,13
899,0,0,68,15
900,0,0,41,17
901,0,0,53,13
902,0,0,23,16
903,0,0,21,5
904,1,0,45,16
905,0,1,50,7
906,1,0,61,19
907,1,0,28,10
908,0,0,69,17
909,0,0,31,2
910,0,0,69,8
911,1,0,18,7
912,0,0,29,16
913,1,1,29,4
914,0,0,69,16
915,1,0,38,19
916,0,0,46,1
917,0,0,26,4
918,1,1,28,9
919,1,0,45,4
920,0,1,66,14
921,1,1,55,7
922,0,0,45,11
923,1,0,27,4
924,1,0,66,19
925,0,0,58,8
926,0,0,25,19
927,0,0,45,4
928,1,0,44,11
929,1,1,62,14
930,0,0,52,3
931,0,0,38,16
932,1,0,42,18
933,1,1,67,18
934,1,1,59,8
935,0,0,61,4
936,0,0,28,8
937,0,0,31,3
938,1,0,65,7
939,0,0,39,0
940,1,0,69,19
941,0,0,69,10
942,1,0,21,7
943,1,0,46,7
944,1,0,38,1
945,0,0,32,7
946,0,0,25,8
947,0,1,23,0
948,1,0,58,19
949,1,0,19,5
950,1,0,48,0
951,1,0,50,17
952,1,0,52,17
953,0,0,25,9
954,1,0,38,16
955,0,0,54,14
956,0,0,54,18
957,1,0,55,2
958,0,0,42,5
959,0,0,30,6
960,1,0,56,14
961,0,0,23,7
962,1,0,37,17
963,0,0,32,16
964,0,0,34,19
965,0,0,34,8
966,0,0,44,16
967,1,0,48,7
968,0,0,58,2
969,1,1,69,10
970,0,0,43,16
971,1,0,34,12
972,1,0,30,4
973,1,0,50,13
974,0,0,36,3
975,0,0,42,4
976,0,1,24,7
977,1,0,18,12
978,0,0,23,9
979,0,0,57,19
980,1,1,40,8
981,0,0,59,3
982,1,0,59,9
983,0,0,48,2
984,0,0,62,2
985,1,0,59,10
986,0,0,27,17
987,1,0,56,14
988,0,0,41,18
989,0,0,22,9
990,1,0,18,3
991,1,0,61,12
992,1,1,22,8
993,0,0,30,19
994,1,0,69,4
995,0,0,69,7
996,0,0,49,6
997,1,0,57,8
998,0,0,49,10
999,1,1,53,17
1000,0,0,30,11
1001,0,0,37,5
1002,1,0,35,4
1003,1,0,49,5
1004,1,0,48,7
1005,1,0,50,9
1006,1,0,37,8
1007,1,0,57,2
1008,1,1,49,10
1009,0,0,27,14
1010,0,0,27,3
1011,0,0,58,11
1012,1,0,21,3
1013,1,0,21,10
1014,0,1,22,5
1015,1,0,31,6
1016,1,0,28,14
1017,0,1,45,9
1018,1,1,23,14
1019,1,0,24,4
1020,0,0,37,9
1021,1,0,24,17
1022,0,0,43,10
1023,1,0,50,3
1024,1,0,32,18
1025,1,0,31,16
1026,0,0,67,15
1027,1,0,53,13
1028,1,0,59,11
1029,0,0,39,5
1030,1,0,58,16
1031,0,0,20,4
1032,1,0,21,5
1033,0,0,44,15
1034,0,0,55,11
1035,0,1,58,2
1036,1,0,61,11
1037,0,0,44,3
1038,1,0,66,14
1039,0,0,45,17
1040,0,0,25,7
1041,1,0,37,10
1042,1,0,49,8
1043,0,0,53,7
1044,1,0,54,11
1045,1,0,37,2
1046,1,0,49,15
1047,0,0,44,12
1048,0,0,41,9
1049,1,0,67,19
1050,0,0,50,4
1051,1,0,31,15
1052,1,1,50,8
1053,1,0,65,1
1054,1,0,30,0
1055,1,0,38,11
1056,0,0,66,14
1057,1,1,39,13
1058,0,1,49,2
1059,0,1,21,16
1060,1,0,67,16
1061,1,0,21,19
1062,1,0,22,2
1063,1,0,43,15
1064,0,0,50,4
1065,0,0,66,2
1066,1,0,65,14
1067,0,0,39,10
1068,0,0,21,10
1069,0,0,26,17
1070,0,0,20,7
1071,0,0,58,12
1072,0,0,58,11
1073,0,0,51,4
1074,0,0,64,16
1075,1,1,41,5
1076,0,1,49,19
1077,0,0,59,11
1078,1,0,65,19
1079,0,0,44,12
1080,1,0,46,16
1081,1,0,49,10
1082,0,0,48,3
1083,0,0,34,11
1084,1,0,21,13
1085,1,0,27,18
1086,0,0,37,7
1087,1,0,68,7
1088,0,0,21,17
1089,1,0,28,9
1090,0,0,53,10
1091,1,0,46,2
1092,1,1,58,9
1093,1,0,55,16
1094,1,0,28,19
1095,0,0,64,13
1096,0,1,27,5
1097,0,1,35,11
1098,0,0,51,4
1099,1,0,20,4
1100,0,0,31,16
1101,0,0,59,8
1102,1,0,38,7
1103,1,0,69,5
1104,1,0,35,15
1105,1,1,19,13
1106,0,1,25,17
1107,0,0,52,5
1108,1,0,47,2
1109,1,0,24,10
1110,0,0,18,3
1111,1,0,24,8
1112,0,0,66,3
1113,0,0,41,15
1114,1,0,50,15
1115,1,0,23,12
1116,1,0,57,13
1117,0,0,26,3
1118,1,0,38,5
1119,0,0,27,6
1120,0,0,48,11
1121,1,0,63,17
1122,1,0,21,16
1123,1,1,31,18
1124,1,0,57,0
1125,1,0,44,8
1126,1,0,23,11
1127,0,0,59,7
1128,0,0,63,16
1129,0,0,32,6
1130,0,1,47,12
1131,1,0,33,16
1132,0,0,49,2
1133,0,0,22,2
1134,0,0,60,14
1135,1,0,54,7
1136,0,0,63,1
1137,1,0,26,0
1138,0,0,41,16
1139,0,0,46,3
1140,1,0,35,4
1141,1,0,20,2
1142,0,0,39,4
1143,1,0,59,14
1144,1,0,31,18
1145,0,0,37,18
1146,1,0,66,12
1147,1,0,37,18
1148,1,0,59,17
1149,1,0,55,3
1150,1,0,56,19
1151,1,0,54,8
1152,1,0,21,16
1153,1,0,25,18
1154,1,0,66,16
1155,1,0,48,12
1156,1,0,62,18
1157,0,0,66,3
1158,1,0,66,4
1159,1,0,19,8
1160,0,0,26,12
1161,1,0,18,19
1162,0,0,32,9
1163,0,0,50,2
1164,1,0,43,16
1165,0,0,48,1
1166,1,0,28,16
1167,1,0,51,13
1168,1,0,34,4
1169,0,0,35,6
1170,0,1,63,13
1171,1,0,58,4
1172,1,1,27,8
1173,1,0,69,3
1174,0,0,65,18
1175,1,0,55,1
1176,1,0,62,4
1177,1,0,21,16
1178,0,0,44,6
1179,1,0,57,4
1180,1,0,19,2
1181,1,0,50,18
1182,0,0,40,9
1183,1,0,37,2
1184,1,0,45,19
1185,0,0,61,11
1186,1,0,39,6
1187,1,0,39,6
1188,0,0,40,0
1189,0,0,67,12
1190,1,0,37,15
1191,0,0,28,7
1192,1,0,39,8
1193,0,0,54,11
1194,1,0,57,9
1195,0,0,29,4
1196,1,0,35,14
1197,1,0,22,2
1198,1,0,52,12
1199,1,0,62,2
1200,0,0,49,11
1201,1,0,32,8
1202,0,0,40,13
1203,0,0,28,11
1204,0,0,53,10
1205,0,0,31,6
1206,1,1,42,8
1207,1,0,67,9
1208,0,0,18,12
1209,0,1,43,12
1210,1,0,53,8
1211,0,0,39,8
1212,0,0,48,6
1213,0,0,62,10
1214,1,0,54,0
1215,1,0,49,9
1216,0,0,34,16
1217,0,0,37,18
1218,1,0,37,13
1219,1,0,58,2
1220,0,0,61,19
1221,1,1,42,3
1222,0,1,37,0
1223,0,0,44,5
1224,1,0,39,16
1225,0,0,33,8
1226,1,1,26,2
1227,0,0,33,10
1228,0,0,49,2
1229,1,0,43,10
1230,0,0,37,17
1231,1,0,61,9
1232,0,0,64,0
1233,0,0,25,3
1234,0,0,33,0
1235,1,0,39,8
1236,0,0,69,15
1237,1,0,25,13
1238,0,0,40,6
1239,1,1,51,11
1240,0,0,42,14
1241,1,0,26,0
1242,1,0,38,14
1243,1,1,53,19
1244,1,0,62,19
1245,1,0,62,8
1246,1,0,42,10
1247,0,0,60,0
1248,0,0,20,13
1249,1,0,46,14
1250,1,0,18,8
1251,1,0,43,10
1252,0,0,48,5
1253,0,0,26,0
1254,0,0,24,16
1255,1,1,64,10
1256,0,0,39,0
1257,0,0,40,13
1258,0,0,24,18
1259,0,0,61,8
1260,1,0,46,18
1261,0,0,49,12
1262,1,0,61,19
1263,0,0,41,9
1264,0,0,55,9
1265,0,0,49,13
1266,0,0,44,3
1267,0,0,56,2
1268,0,0,26,1
1269,1,0,59,5
1270,0,0,19,12
1271,1,0,67,9
1272,1,0,25,3
1273,1,0,68,9
1274,0,0,51,16
1275,0,0,55,1
1276,0,0,31,6
1277,0,0,36,12
1278,1,0,36,8
1279,0,0,39,13
1280,0,0,43,15
1281,1,1,25,19
1282,1,0,19,5
1283,1,0,30,0
1284,0,0,44,13
1285,0,0,34,9
1286,1,0,41,2
1287,0,0,55,13
1288,0,0,65,7
1289,0,0,32,15
1290,0,0,51,5
1291,0,1,68,7
1292,0,0,54,7
1293,1,0,19,12
1294,1,0,31,15
1295,1,0,68,18
1296,0,0,62,13
1297,0,1,47,5
1298,0,0,18,18
1299,1,1,19,14
1300,1,0,59,5
1301,0,0,58,19
1302,1,0,59,13
1303,0,0,36,14
1304,1,0,50,1
1305,1,1,69,0
1306,1,0,62,4
1307,1,0,24,5
1308,1,0,28,11
1309,0,0,52,11
1310,1,0,69,12
1311,0,0,63,14
1312,1,0,24,1
1313,1,1,26,3
1314,1,0,30,7
1315,0,0,68,15
1316,1,0,64,4
1317,1,0,44,14
1318,1,0,37,15
1319,0,0,21,3
1320,0,0,39,15
1321,0,0,59,14
1322,0,0,52,4
1323,1,0,41,14
1324,0,1,54,9
1325,1,0,54,17
1326,0,0,64,19
1327,0,0,41,11
1328,1,0,39,4
1329,1,0,60,19
1330,0,0,45,9
1331,1,0,53,0
1332,1,0,64,13
1333,0,0,42,1
1334,1,0,62,4
1335,1,0,59,2
1336,1,1,30,11
1337,0,0,20,6
1338,1,1,68,18
1339,0,0,61,2
1340,0,0,62,19
1341,0,0,35,19
1342,0,0,55,16
1343,1,0,61,2
1344,1,0,54,13
1345,1,0,42,12
1346,0,0,37,14
1347,0,0,57,13
1348,0,0,45,13
1349,1,1,31,14
1350,0,0,25,12
1351,1,0,42,2
1352,1,1,29,3
1353,0,0,36,16
1354,1,0,38,13
1355,0,0,50,4
1356,1,0,18,19
1357,1,0,25,19
1358,0,0,26,6
1359,0,0,31,5
